country,countryLabel,article,site
http://www.wikidata.org/entity/Q758874,Audiogalaxy,https://en.wikipedia.org/wiki/Audiogalaxy,http://www.audiogalaxy.com
http://www.wikidata.org/entity/Q763756,CORDIS,https://en.wikipedia.org/wiki/Community_Research_and_Development_Information_Service,http://cordis.europa.eu/
http://www.wikidata.org/entity/Q766546,Udacity,https://en.wikipedia.org/wiki/Udacity,https://www.udacity.com
http://www.wikidata.org/entity/Q768880,zombo.com,https://en.wikipedia.org/wiki/Zombo.com,https://zombo.com
http://www.wikidata.org/entity/Q750833,The Week in Chess,https://en.wikipedia.org/wiki/The_Week_in_Chess,http://www.theweekinchess.com/
http://www.wikidata.org/entity/Q231396,Orkut,https://en.wikipedia.org/wiki/Orkut,http://www.orkut.com
http://www.wikidata.org/entity/Q233358,Public Library of Science,https://en.wikipedia.org/wiki/PLOS,http://www.plos.org/
http://www.wikidata.org/entity/Q234110,Europeana,https://en.wikipedia.org/wiki/Europeana,https://www.europeana.eu
http://www.wikidata.org/entity/Q510968,PureMédias,https://en.wikipedia.org/wiki/Purem%C3%A9dias,http://www.ozap.com/
http://www.wikidata.org/entity/Q510954,Pearltrees,https://en.wikipedia.org/wiki/Pearltrees,https://pearltrees.com/
http://www.wikidata.org/entity/Q499962,Coursera,https://en.wikipedia.org/wiki/Coursera,https://www.coursera.org
http://www.wikidata.org/entity/Q517136,skyrock.com,https://en.wikipedia.org/wiki/Skyrock_(social_network_site),https://fr.skyrock.com/
http://www.wikidata.org/entity/Q517136,skyrock.com,https://en.wikipedia.org/wiki/Skyrock_(social_network_site),https://skyrock.com/
http://www.wikidata.org/entity/Q776845,FeedBurner,https://en.wikipedia.org/wiki/FeedBurner,http://feedburner.google.com/
http://www.wikidata.org/entity/Q776845,FeedBurner,https://en.wikipedia.org/wiki/FeedBurner,http://www.feedburner.com/
http://www.wikidata.org/entity/Q769222,Dailymotion,https://en.wikipedia.org/wiki/Dailymotion,https://www.dailymotion.com
http://www.wikidata.org/entity/Q776951,Everything2,https://en.wikipedia.org/wiki/Everything2,https://everything2.com/
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),http://rzblx1.uni-regensburg.de/ezeit/warpto.phtml?colors=7&jour_id=34991
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),http://wired.com
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),http://www.wired.com/wired/current.html
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),https://wired.jp/
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),https://www.overdrive.com/search?q=C4950D72-6550-425A-84A1-0161EFD84EC7
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),https://www.wired.co.uk/
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),https://www.wired.com
http://www.wikidata.org/entity/Q520154,Wired,https://en.wikipedia.org/wiki/Wired_(magazine),https://www.wired.it/
http://www.wikidata.org/entity/Q2017,Wikitravel,https://en.wikipedia.org/wiki/Wikitravel,http://wikitravel.org
http://www.wikidata.org/entity/Q3884,Amazon,https://en.wikipedia.org/wiki/Amazon_(company),https://www.amazon.com/
http://www.wikidata.org/entity/Q236935,British National Corpus,https://en.wikipedia.org/wiki/British_National_Corpus,http://www.natcorp.ox.ac.uk/
http://www.wikidata.org/entity/Q240638,CodePlex,https://en.wikipedia.org/wiki/CodePlex,http://www.codeplex.com
http://www.wikidata.org/entity/Q244503,ERepublik,https://en.wikipedia.org/wiki/ERepublik,https://www.erepublik.com
http://www.wikidata.org/entity/Q239516,Panoramio,https://en.wikipedia.org/wiki/Panoramio,https://www.panoramio.com/
http://www.wikidata.org/entity/Q4585,CouchSurfing,https://en.wikipedia.org/wiki/CouchSurfing,https://www.couchsurfing.com
http://www.wikidata.org/entity/Q779089,The Smoking Gun,https://en.wikipedia.org/wiki/The_Smoking_Gun,http://www.thesmokinggun.com
http://www.wikidata.org/entity/Q791095,Draugiem.lv,https://en.wikipedia.org/wiki/Draugiem.lv,https://www.draugiem.lv
http://www.wikidata.org/entity/Q800076,demotywatory.pl,https://en.wikipedia.org/wiki/Demotywatory.pl,http://www.demotywatory.pl/
http://www.wikidata.org/entity/Q784022,Renren,https://en.wikipedia.org/wiki/Renren,http://renren.com
http://www.wikidata.org/entity/Q798127,SUSE Studio,https://en.wikipedia.org/wiki/SUSE_Studio,https://www.susestudio.com/
http://www.wikidata.org/entity/Q782242,Odeo,https://en.wikipedia.org/wiki/Odeo,http://www.odeoenterprise.com/
http://www.wikidata.org/entity/Q790827,Aviation Safety Network,https://en.wikipedia.org/wiki/Aviation_Safety_Network,http://aviation-safety.net
http://www.wikidata.org/entity/Q799677,Badoo,https://en.wikipedia.org/wiki/Badoo,http://badoo.com
http://www.wikidata.org/entity/Q262900,XDA Developers,https://en.wikipedia.org/wiki/XDA_Developers,https://www.xda-developers.com/
http://www.wikidata.org/entity/Q255381,Pinterest,https://en.wikipedia.org/wiki/Pinterest,https://www.pinterest.com/
http://www.wikidata.org/entity/Q250685,Elance,https://en.wikipedia.org/wiki/Elance,http://www.elance.com
http://www.wikidata.org/entity/Q247541,tape.tv,https://en.wikipedia.org/wiki/Tape.tv,http://www.tape.tv
http://www.wikidata.org/entity/Q263655,Newgrounds,https://en.wikipedia.org/wiki/Newgrounds,https://www.newgrounds.com/
http://www.wikidata.org/entity/Q9366,Google Search,https://en.wikipedia.org/wiki/Google_Search,https://www.google.com/
http://www.wikidata.org/entity/Q942400,chabad.org,https://en.wikipedia.org/wiki/Chabad.org,http://chabad.org
http://www.wikidata.org/entity/Q942400,chabad.org,https://en.wikipedia.org/wiki/Chabad.org,http://www.chabad.org/
http://www.wikidata.org/entity/Q960379,Free On-line Dictionary of Computing,https://en.wikipedia.org/wiki/Free_On-line_Dictionary_of_Computing,https://foldoc.org/
http://www.wikidata.org/entity/Q952579,Linguee,https://en.wikipedia.org/wiki/Linguee,https://www.linguee.com/
http://www.wikidata.org/entity/Q952579,Linguee,https://en.wikipedia.org/wiki/Linguee,https://www.linguee.de
http://www.wikidata.org/entity/Q952579,Linguee,https://en.wikipedia.org/wiki/Linguee,https://www.linguee.fr
http://www.wikidata.org/entity/Q952579,Linguee,https://en.wikipedia.org/wiki/Linguee,https://www.linguee.it
http://www.wikidata.org/entity/Q952579,Linguee,https://en.wikipedia.org/wiki/Linguee,https://www.linguee.ru
http://www.wikidata.org/entity/Q944403,The Best Page in the Universe,https://en.wikipedia.org/wiki/The_Best_Page_in_the_Universe,http://maddox.xmission.com/
http://www.wikidata.org/entity/Q528824,Bonsai Kitten,https://en.wikipedia.org/wiki/Bonsai_Kitten,http://bonsaikitten.com
http://www.wikidata.org/entity/Q827522,perspectivia.net,https://en.wikipedia.org/wiki/Perspectivia.net,http://www.perspectivia.net/
http://www.wikidata.org/entity/Q827513,Bert is Evil,https://en.wikipedia.org/wiki/Bert_is_Evil,http://bertisevil.tv/
http://www.wikidata.org/entity/Q840192,Pasporta Servo,https://en.wikipedia.org/wiki/Pasporta_Servo,https://pasportaservo.org
http://www.wikidata.org/entity/Q838639,TV.com,https://en.wikipedia.org/wiki/TV.com,http://www.tv.com/
http://www.wikidata.org/entity/Q821659,Natalie,https://en.wikipedia.org/wiki/Natalie_(website),http://natalie.mu/
http://www.wikidata.org/entity/Q837492,Kartoo,https://en.wikipedia.org/wiki/Kartoo,http://www.kartoo.com/
http://www.wikidata.org/entity/Q551990,Wirtland,https://en.wikipedia.org/wiki/Wirtland_(micronation),http://www.wirtland.com
http://www.wikidata.org/entity/Q546345,Yahoo! Babel Fish,https://en.wikipedia.org/wiki/Babel_Fish_(website),https://www.babelfish.com/
http://www.wikidata.org/entity/Q534035,chessgames.com,https://en.wikipedia.org/wiki/Chessgames.com,http://www.chessgames.com/
http://www.wikidata.org/entity/Q538729,Classical Archives,https://en.wikipedia.org/wiki/Classical_Archives,https://www.classicalarchives.com/newca/#!/
http://www.wikidata.org/entity/Q547473,MacTutor History of Mathematics archive,https://en.wikipedia.org/wiki/MacTutor_History_of_Mathematics_archive,http://www-history.mcs.st-andrews.ac.uk/
http://www.wikidata.org/entity/Q12013,Google Maps,https://en.wikipedia.org/wiki/Google_Maps,https://maps.google.com/
http://www.wikidata.org/entity/Q9593,iTunes Store,https://en.wikipedia.org/wiki/ITunes_Store,https://itunes.apple.com/ua/
http://www.wikidata.org/entity/Q268699,WikiScanner,https://en.wikipedia.org/wiki/WikiScanner,http://wikiscanner.virgil.gr/
http://www.wikidata.org/entity/Q266579,HaGalil Online,https://en.wikipedia.org/wiki/HaGalil,http://www.hagalil.com/
http://www.wikidata.org/entity/Q265049,archINFORM,https://en.wikipedia.org/wiki/ArchINFORM,https://www.archinform.net
http://www.wikidata.org/entity/Q270478,Digg,https://en.wikipedia.org/wiki/Digg,http://www.digg.com
http://www.wikidata.org/entity/Q265669,reference.com,https://en.wikipedia.org/wiki/Reference.com,http://www.reference.com/
http://www.wikidata.org/entity/Q14005,MusicBrainz,https://en.wikipedia.org/wiki/MusicBrainz,https://musicbrainz.org/
http://www.wikidata.org/entity/Q555739,Yatego,https://en.wikipedia.org/wiki/Yatego,http://www.yatego.com
http://www.wikidata.org/entity/Q553173,DistroWatch,https://en.wikipedia.org/wiki/DistroWatch,https://distrowatch.com/
http://www.wikidata.org/entity/Q552359,BBC Sport,https://en.wikipedia.org/wiki/BBC_Sport,https://www.bbc.co.uk/sport/
http://www.wikidata.org/entity/Q552359,BBC Sport,https://en.wikipedia.org/wiki/BBC_Sport,https://www.bbc.com/sport
http://www.wikidata.org/entity/Q846596,WorldCat,https://en.wikipedia.org/wiki/WorldCat,https://www.worldcat.org/
http://www.wikidata.org/entity/Q845271,Launchpad,https://en.wikipedia.org/wiki/Launchpad_(website),https://launchpad.net
http://www.wikidata.org/entity/Q847115,Google Trends,https://en.wikipedia.org/wiki/Google_Trends,https://trends.google.com/
http://www.wikidata.org/entity/Q969055,RealClimate,https://en.wikipedia.org/wiki/RealClimate,http://www.realclimate.org/
http://www.wikidata.org/entity/Q965133,Sohu,https://en.wikipedia.org/wiki/Sohu,https://www.sohu.com
http://www.wikidata.org/entity/Q964945,Rue89,https://en.wikipedia.org/wiki/Rue89,http://www.rue89.com/
http://www.wikidata.org/entity/Q963517,The Fashion Model Directory (FMD),https://en.wikipedia.org/wiki/Fashion_Model_Directory,http://www.fashionmodeldirectory.com
http://www.wikidata.org/entity/Q963120,Google Developers,https://en.wikipedia.org/wiki/Google_Developers,https://developers.google.com/
http://www.wikidata.org/entity/Q974700,Google Sky,https://en.wikipedia.org/wiki/Google_Sky,http://www.google.com/sky
http://www.wikidata.org/entity/Q973569,4shared,https://en.wikipedia.org/wiki/4shared,https://www.4shared.com/
http://www.wikidata.org/entity/Q14790,Ethnologue,https://en.wikipedia.org/wiki/Ethnologue,https://www.ethnologue.com/
http://www.wikidata.org/entity/Q284801,freedb,https://en.wikipedia.org/wiki/Freedb,http://www.freedb.org
http://www.wikidata.org/entity/Q285798,Busuu,https://en.wikipedia.org/wiki/Busuu,http://www.busuu.com/
http://www.wikidata.org/entity/Q285798,Busuu,https://en.wikipedia.org/wiki/Busuu,https://www.busuu.com/tr
http://www.wikidata.org/entity/Q286317,eBuddy,https://en.wikipedia.org/wiki/EBuddy,https://www.ebuddy.com
http://www.wikidata.org/entity/Q286385,Vente-privee.com,https://en.wikipedia.org/wiki/Veepee,https://www.vente-privee.com/
http://www.wikidata.org/entity/Q280457,A9.com,https://en.wikipedia.org/wiki/A9.com,http://a9.com/
http://www.wikidata.org/entity/Q283833,boo.com,https://en.wikipedia.org/wiki/Boo.com,http://www.boo.com
http://www.wikidata.org/entity/Q17458,Nupedia,https://en.wikipedia.org/wiki/Nupedia,http://nupedia.com
http://www.wikidata.org/entity/Q18695,Romeo,https://en.wikipedia.org/wiki/PlanetRomeo,https://www.romeo.com
http://www.wikidata.org/entity/Q22673,Project Gutenberg,https://en.wikipedia.org/wiki/Project_Gutenberg,https://gutenberg.org
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.de
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.dk
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.es
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.eu
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.fi
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.it
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.no
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.pt
http://www.wikidata.org/entity/Q1007959,Gamereactor,https://en.wikipedia.org/wiki/Gamereactor,http://gamereactor.se
http://www.wikidata.org/entity/Q1007089,GREE,https://en.wikipedia.org/wiki/Gree_(social_network),http://product.gree.net/
http://www.wikidata.org/entity/Q22868,RT,https://en.wikipedia.org/wiki/RT_(TV_network),https://www.rt.com
http://www.wikidata.org/entity/Q986447,Yahoo! Photos,https://en.wikipedia.org/wiki/Yahoo!_Photos,http://photos.yahoo.com/
http://www.wikidata.org/entity/Q977889,Joystiq,https://en.wikipedia.org/wiki/Joystiq,http://www.joystiq.com/
http://www.wikidata.org/entity/Q1007059,GNU Savannah,https://en.wikipedia.org/wiki/GNU_Savannah,http://savannah.gnu.org
http://www.wikidata.org/entity/Q1007059,GNU Savannah,https://en.wikipedia.org/wiki/GNU_Savannah,http://savannah.nongnu.org
http://www.wikidata.org/entity/Q986608,Qzone,https://en.wikipedia.org/wiki/Qzone,http://z.qzone.com
http://www.wikidata.org/entity/Q986608,Qzone,https://en.wikipedia.org/wiki/Qzone,http://z.qzone.com/mobile.html
http://www.wikidata.org/entity/Q979593,Open Clip Art Library,https://en.wikipedia.org/wiki/Openclipart,https://openclipart.org/
http://www.wikidata.org/entity/Q991336,BrowserChoice.eu,https://en.wikipedia.org/wiki/BrowserChoice.eu,http://www.browserchoice.eu/BrowserChoice/browserchoice_en.htm
http://www.wikidata.org/entity/Q845232,Cucumis,https://en.wikipedia.org/wiki/Cucumis_(website),http://www.cucumis.org/
http://www.wikidata.org/entity/Q841814,Windows Live,https://en.wikipedia.org/wiki/Windows_Live,https://live.com/
http://www.wikidata.org/entity/Q840895,Photobucket,https://en.wikipedia.org/wiki/Photobucket,http://photobucket.com
http://www.wikidata.org/entity/Q843277,RubyForge,https://en.wikipedia.org/wiki/RubyForge,http://rubyforge.org/
http://www.wikidata.org/entity/Q840820,Google Groups,https://en.wikipedia.org/wiki/Google_Groups,https://groups.google.com
http://www.wikidata.org/entity/Q848985,Microsoft Developer Network,https://en.wikipedia.org/wiki/Microsoft_Developer_Network,https://msdn.microsoft.com/
http://www.wikidata.org/entity/Q848935,Racing Post,https://en.wikipedia.org/wiki/Racing_Post,https://www.racingpost.com/
http://www.wikidata.org/entity/Q847333,European Chemical Substances Information System,https://en.wikipedia.org/wiki/European_chemical_Substances_Information_System,http://esis.jrc.ec.europa.eu
http://www.wikidata.org/entity/Q848618,Google Notebook,https://en.wikipedia.org/wiki/Google_Notebook,http://www.google.com/notebook
http://www.wikidata.org/entity/Q853740,Acid2,https://en.wikipedia.org/wiki/Acid2,http://acid2.acidtests.org
http://www.wikidata.org/entity/Q856312,bibleserver.com,https://en.wikipedia.org/wiki/Bibleserver.com,https://www.bibleserver.com/
http://www.wikidata.org/entity/Q286707,Business Insider,https://en.wikipedia.org/wiki/Business_Insider,https://www.businessinsider.com/
http://www.wikidata.org/entity/Q295738,AustriaN Newspapers Online,https://en.wikipedia.org/wiki/ANNO_(Austrian_Newspapers_Online),http://anno.onb.ac.at/
http://www.wikidata.org/entity/Q291892,rotten.com,https://en.wikipedia.org/wiki/Rotten.com,http://www.rotten.com/
http://www.wikidata.org/entity/Q287446,Yasni,https://en.wikipedia.org/wiki/Yasni,http://www.yasni.com
http://www.wikidata.org/entity/Q292969,yr.no,https://en.wikipedia.org/wiki/Yr.no,https://www.yr.no
http://www.wikidata.org/entity/Q293166,gpl-violations.org,https://en.wikipedia.org/wiki/Gpl-violations.org,https://gpl-violations.org
http://www.wikidata.org/entity/Q290284,ownCloud,https://en.wikipedia.org/wiki/OwnCloud,https://owncloud.com
http://www.wikidata.org/entity/Q292965,Itslearning,https://en.wikipedia.org/wiki/Itslearning,https://itslearning.com
http://www.wikidata.org/entity/Q287200,IWork.com,https://en.wikipedia.org/wiki/IWork.com,http://iwork.com
http://www.wikidata.org/entity/Q559606,Metro Jacksonville,https://en.wikipedia.org/wiki/Metro_Jacksonville,http://www.metrojacksonville.com
http://www.wikidata.org/entity/Q562572,Soompi,https://en.wikipedia.org/wiki/Soompi,http://www.soompi.com/
http://www.wikidata.org/entity/Q557919,MedlinePlus,https://en.wikipedia.org/wiki/MedlinePlus,https://www.medlineplus.gov
http://www.wikidata.org/entity/Q569172,Neopets,https://en.wikipedia.org/wiki/Neopets,http://www.neopets.com/
http://www.wikidata.org/entity/Q569142,zeno.org,https://en.wikipedia.org/wiki/Zeno.org,http://www.zeno.org
http://www.wikidata.org/entity/Q562578,Allkpop,https://en.wikipedia.org/wiki/Allkpop,http://www.allkpop.com
http://www.wikidata.org/entity/Q1035868,CareerBuilder,https://en.wikipedia.org/wiki/CareerBuilder,http://www.careerbuilder.com
http://www.wikidata.org/entity/Q1035868,CareerBuilder,https://en.wikipedia.org/wiki/CareerBuilder,https://www.careerbuilder.co.uk/
http://www.wikidata.org/entity/Q1026880,Tvigle,https://en.wikipedia.org/wiki/Tvigle,http://www.tvigle.ru
http://www.wikidata.org/entity/Q1011981,Google China,https://en.wikipedia.org/wiki/Google_China,http://www.google.cn/
http://www.wikidata.org/entity/Q1016982,Kaixin001,https://en.wikipedia.org/wiki/Kaixin001,http://www.kaixin001.com/
http://www.wikidata.org/entity/Q1039873,Stylus Magazine,https://en.wikipedia.org/wiki/Stylus_Magazine,http://www.stylusmagazine.com
http://www.wikidata.org/entity/Q1014649,The Linux Game Tome,https://en.wikipedia.org/wiki/The_Linux_Game_Tome,http://www.happypenguin.org/
http://www.wikidata.org/entity/Q1048635,Something Awful,https://en.wikipedia.org/wiki/Something_Awful,http://www.somethingawful.com/
http://www.wikidata.org/entity/Q868165,Yahoo! Mail,https://en.wikipedia.org/wiki/Yahoo!_Mail,https://mail.yahoo.com/
http://www.wikidata.org/entity/Q875729,Goojje,https://en.wikipedia.org/wiki/Goojje,http://goojje.com/
http://www.wikidata.org/entity/Q863756,Bing Maps,https://en.wikipedia.org/wiki/Bing_Maps,https://www.bing.com/maps/
http://www.wikidata.org/entity/Q865939,FC2,https://en.wikipedia.org/wiki/FC2_(portal),https://fc2.com/
http://www.wikidata.org/entity/Q857640,Tencent QQ,https://en.wikipedia.org/wiki/Tencent_QQ,http://im.qq.com
http://www.wikidata.org/entity/Q876646,Windows Live Spaces,https://en.wikipedia.org/wiki/Windows_Live_Spaces,http://spaces.live.com
http://www.wikidata.org/entity/Q31181,AllMusic,https://en.wikipedia.org/wiki/AllMusic,http://www.allmusic.com
http://www.wikidata.org/entity/Q23432,OpenSeaMap,https://en.wikipedia.org/wiki/OpenSeaMap,https://openseamap.org
http://www.wikidata.org/entity/Q31165,AlloCiné,https://en.wikipedia.org/wiki/AlloCin%C3%A9,http://www.allocine.com/
http://www.wikidata.org/entity/Q28773,identi.ca,https://en.wikipedia.org/wiki/Identi.ca,https://identi.ca/
http://www.wikidata.org/entity/Q588620,Kapampangan Wikipedia,https://en.wikipedia.org/wiki/Kapampangan_Wikipedia,https://pam.wikipedia.org/
http://www.wikidata.org/entity/Q584152,Ars Technica,https://en.wikipedia.org/wiki/Ars_Technica,https://arstechnica.com/
http://www.wikidata.org/entity/Q586299,Pottermore,https://en.wikipedia.org/wiki/Pottermore,https://www.pottermore.com
http://www.wikidata.org/entity/Q573998,/Film,https://en.wikipedia.org/wiki//Film,http://www.slashfilm.com/
http://www.wikidata.org/entity/Q575769,Tom's Hardware,https://en.wikipedia.org/wiki/Tom%27s_Hardware,https://www.tomshardware.com
http://www.wikidata.org/entity/Q575769,Tom's Hardware,https://en.wikipedia.org/wiki/Tom%27s_Hardware,https://www.tomshardware.com/uk
http://www.wikidata.org/entity/Q571490,Mister Wong,https://en.wikipedia.org/wiki/Mister_Wong,http://www.mister-wong.com/
